COUNT,mid_x,mid_y,mid_z,Ag_ppm_BESTEL,NBKRT,AG_SUBZONAS,HOLEID
97581,4111.82,4954.1608,4044.4376,23.833334,32,42,A1664
97582,4112.1272,4953.7425,4041.4829,18.016666,32,42,A1664
97583,4112.4166,4953.3483,4038.7005,11.264151,32,42,A1664
97584,4112.7048,4952.9534,4035.9181,9,31,42,A1664
97585,4112.9512,4952.6138,4033.5297,6,31,42,A1664
97586,4113.1968,4952.2737,4031.1413,3.416667,32,42,A1664
97587,4113.5001,4951.8532,4028.1864,8.9,32,42,A1664
97588,4113.8031,4951.4332,4025.2314,5.083333,32,42,A1664
97589,4114.0404,4951.1047,4022.9167,1.529412,32,42,A1664
97807,4064.0764,4937.3592,4198.4233,0.5,31,42,A1666
97808,4064.868,4936.512,4195.6564,0.5,31,42,A1666
97809,4065.6583,4935.6657,4192.8889,0.5,31,42,A1666
97810,4066.448,4934.8204,4190.1209,0.5,31,42,A1666
97811,4067.1522,4934.0676,4187.6525,0.5,31,42,A1666
99372,4017.7974,4912.8098,4176.884,55,32,42,A1675
99373,4018.7041,4911.9747,4174.1489,94.666664,32,42,A1675
99374,4019.6116,4911.1427,4171.4132,8.666667,32,42,A1675
99375,4020.5196,4910.3137,4168.6767,5.166667,32,42,A1675
99377,4021.7606,4909.1842,4164.9358,11.238095,32,42,A1675
99378,4022.8501,4908.1955,4161.6502,49.866665,31,42,A1675
99379,4023.7577,4907.3737,4158.9114,29.6,31,42,A1675
99380,4024.4382,4906.7587,4156.8569,23,31,42,A1675
99381,4025.1186,4906.1447,4154.8019,41.233334,31,42,A1675
99382,4026.0254,4905.3279,4152.0614,42.700001,32,42,A1675
99383,4026.8265,4904.608,4149.6401,45,32,42,A1675
99384,4027.629,4903.8902,4147.2188,20,32,42,A1675
99385,4028.5392,4903.0798,4144.4774,24,32,42,A1675
99386,4029.5273,4902.2048,4141.5075,23.857143,32,42,A1675
99387,4030.5157,4901.3314,4138.5372,26.666666,31,42,A1675
99388,4031.2908,4900.6469,4136.2063,34.857143,31,42,A1675
99389,4031.9744,4900.0436,4134.1493,26,32,42,A1675
99390,4032.8701,4899.2532,4131.452,21.857143,31,42,A1675
99391,4033.8557,4898.3836,4128.4796,22,31,42,A1675
99392,4034.7644,4897.5818,4125.7353,15.633333,31,42,A1675
99393,4035.6719,4896.781,4122.9903,11.5,31,42,A1675
99394,4036.579,4895.983,4120.2443,21.5,31,42,A1675
99395,4037.5689,4895.1158,4117.2453,23.647888,31,42,A1675
99396,4038.6491,4894.1735,4113.9703,20.958334,32,42,A1675
99397,4039.7306,4893.2334,4110.6951,13.43662,31,42,A1675
99399,4041.4512,4891.7429,4105.4966,20.6,31,42,A1675
99400,4042.5743,4890.7733,4102.1072,17.90909,31,42,A1675
101227,3907.8548,4739.5065,4194.9128,43.683334,32,42,A1684
101228,3906.7692,4740.5589,4192.3217,10,32,42,A1684
101229,3905.7921,4741.5061,4189.9897,16,32,42,A1684
101242,3891.7212,4755.0416,4156.5179,10.433333,32,42,A1684
101243,3890.5577,4756.1659,4153.7571,12.220589,32,42,A1684
101246,3887.2464,4759.3704,4145.91,29.383333,32,42,A1684
101247,3886.1354,4760.4462,4143.2812,24.645161,32,42,A1684
101250,3882.5316,4763.9555,4134.7253,11.391304,31,42,A1684
101251,3881.3854,4765.0805,4131.9865,8,32,42,A1684
101252,3880.3243,4766.1267,4129.4405,10.566667,31,42,A1684
101253,3879.2488,4767.1916,4126.8503,8.883333,31,42,A1684
101254,3878.1751,4768.2577,4124.2598,3.386667,31,42,A1684
101255,3877.1026,4769.3251,4121.6694,11.433333,31,42,A1684
101256,3876.0314,4770.3938,4119.0789,9.433333,31,42,A1684
101257,3874.9609,4771.4628,4116.4883,9.05,31,42,A1684
101258,3873.8909,4772.5314,4113.8973,9.1,31,42,A1684
101259,3872.8212,4773.5996,4111.306,48.716667,31,42,A1684
101260,3871.7513,4774.6667,4108.7144,10.883333,31,42,A1684
101261,3870.68,4775.7312,4106.1223,4.416667,31,42,A1684
101262,3869.6072,4776.7931,4103.5297,9.983334,31,42,A1684
101263,3868.5333,4777.8525,4100.9366,15.283334,31,42,A1684
101264,3867.4606,4778.9115,4098.3427,17.133333,31,42,A1684
101265,3866.3898,4779.9704,4095.7481,18.016666,31,42,A1684
101266,3865.3207,4781.0291,4093.1527,10.166667,31,42,A1684
101267,3864.2525,4782.088,4090.557,5.833333,31,42,A1684
101268,3863.1845,4783.1471,4087.9613,9.8,31,42,A1684
101269,3862.1167,4784.2063,4085.3655,14.833333,31,42,A1684
101270,3861.0501,4785.2655,4082.7693,7.85,31,42,A1684
101271,3859.9865,4786.3239,4080.1715,16.333334,31,42,A1684
101272,3858.9262,4787.3814,4077.572,36.216667,31,42,A1684
101273,3857.8686,4788.4379,4074.9709,19.383333,31,42,A1684
101274,3856.8107,4789.4915,4072.3689,26,31,42,A1684
101275,3855.7518,4790.5421,4069.766,13.083333,31,42,A1684
101276,3854.6919,4791.5896,4067.1623,5.716667,31,42,A1684
101277,3853.6323,4792.6356,4064.5579,10.533334,31,42,A1684
101278,3852.5736,4793.6812,4061.9529,17.200001,31,42,A1684
101279,3851.5158,4794.7265,4059.3474,19.549999,31,42,A1684
101280,3850.4587,4795.7723,4056.7418,19.033333,31,42,A1684
101281,3849.4016,4796.8206,4054.1373,17.783333,31,42,A1684
101282,3848.3445,4797.8717,4051.5339,36.316666,31,42,A1684
101283,3847.2874,4798.9253,4048.9315,21.333334,31,42,A1684
101284,3846.2312,4799.9807,4046.3295,6.716667,31,42,A1684
101285,3845.1761,4801.0378,4043.7277,4.2,31,42,A1684
101286,3844.1131,4802.1052,4041.1045,2.819672,31,42,A1684
101291,3838.8316,4807.473,4028.1029,3.8,31,42,A1684
101292,3837.7794,4808.5537,4025.5096,1.566667,31,42,A1684
101293,3836.7285,4809.6364,4022.9167,1.033333,31,42,A1684
101294,3835.6776,4810.7212,4020.3246,1.9,31,42,A1684
101295,3834.6262,4811.8084,4017.7337,4.3,31,42,A1684
101296,3833.5746,4812.8978,4015.1439,4.1,31,42,A1684
101297,3832.5219,4813.9883,4012.5549,4.7,31,42,A1684
101298,3831.468,4815.079,4009.9666,8.6,31,42,A1684
101299,3830.4127,4816.1699,4007.3788,10.4,31,42,A1684
101300,3829.3566,4817.2616,4004.7918,32.5,31,42,A1684
101301,3828.3007,4818.3555,4002.2056,75.716667,31,42,A1684
101786,4169.0835,5045.011,4199.6571,10.2,31,42,A1687
101787,4169.8647,5044.2762,4196.7752,8.123287,32,42,A1687
101844,4210.4025,5006.5526,4041.246,35,32,42,A1687
101856,4218.8218,4998.1486,4006.5011,17.652174,32,42,A1687
101857,4219.416,4997.5359,4003.9924,9.133333,32,42,A1687
101858,4220.0246,4996.9049,4001.4122,17.693878,32,42,A1687
103105,4278.4836,5077.9516,4090.5245,20,32,42,A1694
103106,4278.9738,5077.4623,4088.542,7,32,42,A1694
103107,4279.5223,5076.9155,4086.3233,3.066667,32,42,A1694
103108,4280.2219,5076.2182,4083.4906,3.6,32,42,A1694
103109,4280.8795,5075.5617,4080.8228,1.509434,32,42,A1694
103867,4248.921,5042.2257,4185.7197,11.616667,32,42,A1699
103868,4250.4171,5040.7996,4183.5454,0.5,32,42,A1699
103869,4251.9121,5039.3725,4181.3709,8.866667,32,42,A1699
103870,4253.4804,5037.8731,4179.0873,11.151515,32,42,A1699
103874,4258.8203,5032.7483,4171.2908,6,31,42,A1699
103875,4260.0118,5031.6015,4169.5516,3.533333,31,42,A1699
103881,4269.0947,5022.7794,4156.2704,2.621622,32,42,A1699
103882,4270.816,5021.0837,4153.7382,7.681818,32,42,A1699
103893,4286.5944,5005.0708,4130.199,18.25,32,42,A1699
103894,4288.2722,5003.318,4127.6766,9.9,32,42,A1699
103895,4289.717,5001.8193,4125.5164,8.2,32,42,A1699
103896,4291.1679,5000.324,4123.3579,7.883333,32,42,A1699
103897,4292.6234,4998.8305,4121.2013,8.166667,32,42,A1699
103898,4293.8743,4997.5477,4119.3519,10,32,42,A1699
103899,4295.1266,4996.2641,4117.504,23.15,32,42,A1699
103900,4296.4898,4994.8674,4115.4964,26,32,42,A1699
103901,4297.9647,4993.3591,4113.3283,26.884058,32,42,A1699
103903,4301.4963,4989.7636,4108.1513,18.200001,32,42,A1699
103904,4303.1337,4988.0964,4105.7509,25.621622,32,42,A1699
103905,4304.4386,4986.7633,4103.8338,15,32,42,A1699
103906,4305.3276,4985.8528,4102.5256,19.51,32,42,A1699
103932,4342.0555,4945.8943,4047.6352,3.666667,31,42,A1699
103933,4343.2117,4944.5493,4045.8734,14.75,31,42,A1699
103938,4350.4143,4936.1493,4034.9124,6,32,42,A1699
106939,4215.8631,5102.786,4195.2721,9,31,42,A1743
106940,4215.3739,5103.2539,4192.6067,7,31,42,A1743
106952,4208.7974,5109.6423,4156.6059,9.6,31,42,A1743
106953,4208.2711,5110.1622,4153.6985,9.8,31,42,A1743
106954,4207.7464,5110.6833,4150.7911,9.1,31,42,A1743
106955,4207.2224,5111.2047,4147.8836,13.7,31,42,A1743
106956,4206.6991,5111.7263,4144.976,8.566667,31,42,A1743
106957,4206.185,5112.2393,4142.1168,23,31,42,A1743
107211,4232.8274,5132.6024,4165.1061,9,32,42,A1745
107212,4232.5168,5132.9037,4162.5424,3.133333,31,42,A1745
107213,4232.2452,5133.1679,4160.2991,5,31,42,A1745
107214,4232.0484,5133.3597,4158.6722,37,31,42,A1745
107215,4231.7654,5133.6363,4156.3304,32.833332,31,42,A1745
107216,4231.4887,5133.9073,4154.0379,32,31,42,A1745
107217,4231.2124,5134.1788,4151.7454,42.450001,31,42,A1745
107218,4230.8564,5134.5295,4148.7873,11.85,31,42,A1745
107219,4230.5005,5134.8804,4145.8292,10.383333,31,42,A1745
107220,4230.1446,5135.2314,4142.8711,10.616667,31,42,A1745
107221,4229.7888,5135.5823,4139.9131,8.85,31,42,A1745
107222,4229.3825,5135.9829,4136.5359,7,31,42,A1745
107238,4196.5951,5089.5401,4199.1258,9.8,31,42,A1746
107239,4195.8354,5090.2628,4197.0787,9,31,42,A1746
107245,4189.7096,5096.1375,4180.5281,1.166667,31,42,A1746
107246,4188.7289,5097.0849,4177.8559,2,31,42,A1746
107247,4187.7516,5098.0319,4175.1823,2,31,42,A1746
107248,4186.7786,5098.9807,4172.5078,3,31,42,A1746
107249,4185.8904,5099.8522,4170.0555,6.2,31,42,A1746
107250,4185.0057,5100.7253,4167.6024,2,32,42,A1746
107251,4184.0438,5101.6791,4164.9257,7.666667,32,42,A1746
107252,4183.2443,5102.4749,4162.6946,4,32,42,A1746
107253,4182.4466,5103.2715,4160.4632,5.666667,32,42,A1746
107254,4181.4917,5104.228,4157.7849,7,32,42,A1746
107255,4180.6964,5105.0238,4155.5524,5,32,42,A1746
107256,4179.9014,5105.818,4153.3192,16.666666,31,42,A1746
107257,4178.9477,5106.769,4150.6385,11.666667,31,42,A1746
107258,4177.9943,5107.7177,4147.9569,9.666667,31,42,A1746
107259,4177.0412,5108.6641,4145.2744,9,31,42,A1746
107260,4176.0883,5109.6081,4142.591,9,31,42,A1746
107261,4175.1356,5110.5501,4139.9067,12.666667,31,42,A1746
107262,4174.183,5111.4919,4137.2224,10.333333,31,42,A1746
107263,4173.0716,5112.5905,4134.0907,10.25,31,42,A1746
107313,3848.9193,4762.8637,4167.2056,14.333333,32,41,A1748
107314,3847.9424,4763.7632,4164.5155,5.733333,32,41,A1748
107315,3846.9697,4764.6636,4161.8242,4.8,32,41,A1748
107316,3845.772,4765.7739,4158.5041,9.909091,32,41,A1748
107317,3844.7859,4766.6888,4155.7668,9,32,41,A1748
107318,3844.0269,4767.3935,4153.6573,8,32,41,A1748
107319,3843.0591,4768.2916,4150.9635,9.333333,32,41,A1748
107320,3842.0927,4769.1878,4148.2685,16.166666,32,41,A1748
107321,3841.1276,4770.0822,4145.5724,17,32,41,A1748
107322,3840.1307,4771.0049,4142.7859,16.90625,32,41,A1748
107323,3839.133,4771.9269,4139.9994,19.4,32,41,A1748
107324,3838.1667,4772.8183,4137.3028,14.066667,32,41,A1748
107325,3837.2004,4773.7094,4134.6061,7.433333,32,41,A1748
107326,3836.2356,4774.6011,4131.9091,7,32,41,A1748
107327,3835.1441,4775.6125,4128.852,12.526316,32,41,A1748
107328,3834.0544,4776.625,4125.7946,7.5,31,41,A1748
107329,3833.0938,4777.5195,4123.097,5.833333,31,41,A1748
107330,3832.1339,4778.4152,4120.3996,12,31,41,A1748
107331,3831.1747,4779.312,4117.7022,26,31,41,A1748
107332,3830.2158,4780.2081,4115.0045,37,31,41,A1748
107333,3829.257,4781.1031,4112.3064,27.333334,31,41,A1748
107334,3828.2983,4781.9977,4109.6082,11.666667,31,41,A1748
107335,3827.3395,4782.8924,4106.91,13.666667,31,41,A1748
107336,3826.3808,4783.7871,4104.2118,25.333334,31,41,A1748
107337,3825.422,4784.6818,4101.5136,35.666668,31,41,A1748
107338,3824.4633,4785.5764,4098.8154,50.566666,31,41,A1748
107339,3823.7442,4786.2474,4096.7917,40,31,41,A1748
107347,3839.899,4772.3149,4189.3097,183.666672,32,41,A1749
107348,3838.8091,4773.4183,4186.7416,118.666664,32,41,A1749
107349,3837.7207,4774.5218,4184.1731,83.333336,32,41,A1749
107350,3836.6336,4775.6253,4181.6039,49,32,41,A1749
107351,3835.5492,4776.7304,4179.0344,32.333332,32,41,A1749
107352,3834.4681,4777.8381,4176.4645,19.666666,32,41,A1749
107353,3833.4979,4778.8371,4174.1513,17.5,32,41,A1749
107354,3832.4133,4779.9584,4171.5596,48.082191,32,41,A1749
107355,3831.2213,4781.1923,4168.7114,12.05,32,41,A1749
107356,3830.1458,4782.3068,4166.1421,15.4,32,41,A1749
107357,3829.0708,4783.4223,4163.5731,10.8,32,41,A1749
107358,3827.9987,4784.538,4161.0029,14.6,32,41,A1749
107359,3826.9301,4785.6538,4158.4313,16.200001,32,41,A1749
107360,3825.8649,4786.7698,4155.8584,18.4,32,41,A1749
107361,3824.804,4787.889,4153.2851,7.3,32,41,A1749
107362,3823.7477,4789.0129,4150.7119,6.35,32,41,A1749
107363,3822.6962,4790.1417,4148.139,13.65,32,41,A1749
107364,3821.6482,4791.2739,4145.566,18.833334,32,41,A1749
107365,3820.602,4792.4071,4142.9929,6,32,41,A1749
107366,3819.3923,4793.7211,4140.012,33.341774,32,41,A1749
107367,3818.1847,4795.0361,4137.0307,8.5,31,41,A1749
107368,3816.9701,4796.3612,4134.0276,6.25,31,41,A1749
107369,3815.9042,4797.5258,4131.3887,43,31,41,A1749
107370,3815.0123,4798.5013,4129.1789,30.516666,31,41,A1749
107371,3813.972,4799.6381,4126.6049,14.5,31,41,A1749
107372,3812.9303,4800.7753,4124.0317,16.483334,31,41,A1749
107373,3811.8871,4801.9129,4121.4592,15.166667,31,41,A1749
107374,3810.8416,4803.0512,4118.888,33.150002,31,41,A1749
107375,3809.7933,4804.1905,4116.3183,32.950001,31,41,A1749
107376,3808.7423,4805.3307,4113.7502,39.533333,31,41,A1749
107377,3807.6896,4806.4715,4111.183,14,31,41,A1749
107378,3806.6369,4807.6123,4108.6158,11.2,31,41,A1749
107379,3805.5842,4808.7531,4106.0486,2.833333,31,41,A1749
107380,3804.5315,4809.8939,4103.4815,4.65,31,41,A1749
107381,3803.6806,4810.816,4101.4063,7.432433,31,41,A1749
107550,3883.0333,4759.9181,4195.476,11.602739,32,42,A1750
107554,3879.545,4763.6418,4185.7028,6,32,42,A1750
107559,3874.724,4768.9393,4171.9008,21,32,42,A1750
107560,3873.8668,4769.896,4169.4128,31.23077,32,42,A1750
107564,3870.6266,4773.47,4160.0867,30,32,42,A1750
107565,3869.6964,4774.4883,4157.4225,13,32,42,A1750
107566,3868.7652,4775.5057,4154.7583,6.166667,32,42,A1750
107567,3867.8336,4776.523,4152.0943,7.5,32,42,A1750
107568,3866.9028,4777.5423,4149.4307,6.333333,32,42,A1750
107569,3865.973,4778.5638,4146.7676,1.833333,32,42,A1750
107570,3865.0441,4779.5874,4144.105,3.5,32,42,A1750
107571,3864.1157,4780.6109,4141.4422,3.166667,32,42,A1750
107572,3863.3886,4781.4122,4139.3561,1,32,42,A1750
107573,3862.6617,4782.213,4137.2698,1.8,31,42,A1750
107574,3861.7339,4783.2347,4134.6061,3.4,31,42,A1750
107575,3860.8059,4784.2555,4131.9421,4,31,42,A1750
107576,3859.8777,4785.2753,4129.2778,3.6,31,42,A1750
107577,3858.9493,4786.2942,4126.6132,3.4,31,42,A1750
107578,3858.0215,4787.3133,4123.9485,3.2,31,42,A1750
107579,3857.0948,4788.3332,4121.2838,2,31,42,A1750
107580,3856.169,4789.3538,4118.6189,2.4,31,42,A1750
107581,3855.2439,4790.3748,4115.954,2.6,31,42,A1750
107582,3854.3187,4791.3958,4113.2891,2,31,42,A1750
107583,3853.3936,4792.4168,4110.6242,2.4,31,42,A1750
107584,3852.4684,4793.4378,4107.9594,7,31,42,A1750
107585,3851.5433,4794.4588,4105.2945,12.6,31,42,A1750
107586,3850.8032,4795.2756,4103.1625,12,31,42,A1750
107591,3884.4396,4784.2642,4198.4658,18,32,42,A1751
107592,3885.0439,4783.6465,4196.1198,7.428571,32,42,A1751
107593,3885.8225,4782.8529,4193.0926,27,32,42,A1751
107594,3886.5398,4782.1238,4190.2989,19,31,42,A1751
107595,3887.2617,4781.3909,4187.4808,8.85,31,42,A1751
107596,3887.9798,4780.6569,4184.662,8.633333,31,42,A1751
107597,3888.5809,4780.0376,4182.289,10,31,42,A1751
107599,3889.8854,4778.6779,4177.0953,10,31,42,A1751
107600,3890.5877,4777.937,4174.2743,14,31,42,A1751
107601,3891.2857,4777.1942,4171.4528,14,31,42,A1751
107602,3891.9798,4776.4498,4168.6307,10,32,42,A1751
107603,3892.6726,4775.7054,4165.8084,6,32,42,A1751
107604,3893.3646,4774.9612,4162.9857,11,32,42,A1751
107605,3894.0557,4774.2171,4160.1628,7,31,42,A1751
107606,3894.7461,4773.4731,4157.3397,8,31,42,A1751
107607,3895.436,4772.7289,4154.5166,15,31,42,A1751
107608,3896.1252,4771.9846,4151.6933,8,31,42,A1751
107609,3896.8143,4771.2407,4148.8699,6,31,42,A1751
107610,3897.504,4770.4981,4146.0462,2,31,42,A1751
107611,3898.1944,4769.757,4143.2224,3,31,42,A1751
107612,3898.8852,4769.0173,4140.3983,13,31,42,A1751
107613,3899.5752,4768.279,4137.5736,16,31,42,A1751
107614,3900.2644,4767.5416,4134.7485,50.733334,31,42,A1751
107615,3900.9537,4766.8043,4131.9233,18.666666,31,42,A1751
107636,3873.9695,4823.4274,4163.4058,9.883333,31,42,A1752
107637,3874.4144,4823.0111,4160.4683,4.2,31,42,A1752
107638,3874.8611,4822.5941,4157.5312,5.833333,31,42,A1752
107639,3875.3081,4822.1776,4154.5941,6.7,31,42,A1752
107640,3875.7551,4821.7618,4151.6569,13.733334,31,42,A1752
107641,3876.2021,4821.3467,4148.7195,11,31,42,A1752
107642,3876.6334,4820.9459,4145.8799,5,31,42,A1752
107646,3878.1382,4819.5376,4135.8903,4.4,31,42,A1752
107647,3878.5759,4819.1202,4132.9519,3,31,42,A1752
107648,3879.0109,4818.7006,4130.0134,3.366667,31,42,A1752
107649,3879.4443,4818.2798,4127.0749,4.733333,31,42,A1752
107650,3879.9176,4817.8213,4123.8669,4.140845,31,42,A1752
107670,3926.6742,4826.4093,4175.961,2,31,42,A1753
107671,3927.655,4825.3783,4173.6078,4.88,31,42,A1753
107672,3928.4228,4824.5732,4171.768,29,31,42,A1753
107673,3929.2817,4823.6763,4169.7142,7,31,42,A1753
107676,3932.6059,4820.2341,4161.7983,3,31,42,A1753
107677,3933.3235,4819.49,4160.0861,1,31,42,A1753
107679,3935.737,4816.976,4154.3053,3,31,42,A1753
107680,3936.8068,4815.8599,4151.7344,3,31,42,A1753
107681,3937.8751,4814.7452,4149.1622,3,31,42,A1753
107682,3939.1197,4813.4462,4146.16,2.75,31,42,A1753
107688,3945.6661,4806.6312,4130.372,9.7,31,42,A1753
107689,3946.7368,4805.5228,4127.798,3.2,31,42,A1753
107690,3947.8075,4804.4144,4125.2241,7.2,31,42,A1753
107691,3948.7176,4803.4723,4123.0363,10,31,42,A1753
107695,3968.2188,4813.3895,4196.7935,0.666667,31,42,A1754
107696,3967.5839,4814.017,4193.9293,0.616667,31,42,A1754
107697,3966.9476,4814.6451,4191.0657,13.5,31,42,A1754
107698,3966.3098,4815.2738,4188.2025,25.049999,31,42,A1754
107699,3965.6701,4815.9007,4185.3393,12,31,42,A1754
107700,3965.0283,4816.5243,4182.4758,7,31,42,A1754
107702,3964.1695,4817.3509,4178.6576,4.2,31,42,A1754
107703,3963.5239,4817.9687,4175.7937,22,31,42,A1754
107704,3962.8455,4818.6165,4172.7866,39.78788,31,42,A1754
107705,3962.1665,4819.2634,4169.7795,11,32,42,A1754
107706,3961.5205,4819.8803,4166.9156,16.6,32,42,A1754
107707,3960.8766,4820.4998,4164.0517,9.266666,32,42,A1754
107708,3960.2348,4821.122,4161.188,24.799999,32,42,A1754
107713,3957.6413,4823.6605,4149.5402,6.25,31,42,A1754
107714,3957.0073,4824.2856,4146.6754,10.35,31,42,A1754
107715,3956.3751,4824.9121,4143.8105,23,31,42,A1754
107716,3955.7446,4825.54,4140.9455,8.6,31,42,A1754
107717,3955.1159,4826.1693,4138.0804,3.5,31,42,A1754
107718,3954.477,4826.8096,4135.1676,6.129032,31,42,A1754
107726,4002.7789,4892.9159,4197.3535,19,31,42,A1755
107727,4003.6967,4891.9947,4194.65,22.416666,31,42,A1755
107728,4004.6162,4891.0764,4191.9461,20.666666,31,42,A1755
107729,4005.5372,4890.1611,4189.2417,6,31,42,A1755
107730,4006.4565,4889.2456,4186.5367,19,31,42,A1755
107731,4007.3722,4888.3281,4183.8312,19,31,42,A1755
107732,4008.2843,4887.4087,4181.1251,13,31,42,A1755
107733,4009.1946,4886.4885,4178.4187,14,31,42,A1755
107734,4010.1058,4885.5692,4175.7123,14.466666,31,42,A1755
107735,4011.0181,4884.651,4173.0059,23.5,31,42,A1755
107736,4011.9312,4883.7336,4170.2995,20.6,31,42,A1755
107737,4012.8437,4882.8158,4167.5931,18.333334,31,42,A1755
107738,4013.7554,4881.8974,4164.8865,24,31,42,A1755
107739,4014.6662,4880.9784,4162.1799,28,31,42,A1755
107740,4015.5763,4880.0591,4159.4732,34.5,31,42,A1755
107741,4016.4856,4879.1395,4156.7662,5.4,31,42,A1755
107742,4017.3941,4878.2199,4154.059,10.733334,31,42,A1755
107743,4018.3023,4877.3003,4151.3517,24.833334,31,42,A1755
107744,4019.2107,4876.3815,4148.6442,9,31,42,A1755
107745,4020.1195,4875.4634,4145.9366,30,31,42,A1755
107746,4021.0284,4874.5459,4143.2288,14,31,42,A1755
107747,4021.9362,4873.629,4140.5204,11.333333,32,42,A1755
107748,4022.8427,4872.7126,4137.8115,61.333332,32,42,A1755
107749,4023.7484,4871.7964,4135.1021,60.666668,32,42,A1755
107750,4024.654,4870.8803,4132.3928,7,32,42,A1755
107751,4025.5597,4869.9641,4129.6835,8.5,32,42,A1755
107752,4026.3144,4869.2007,4127.4257,22.25,32,42,A1755
107756,4019.7999,4874.2399,4199.276,37.333332,31,42,A1756
107757,4020.6995,4873.3321,4196.5619,17,31,42,A1756
107758,4021.5995,4872.4248,4193.8477,23.666666,31,42,A1756
107760,4023.2953,4870.7182,4188.7356,10.186047,32,42,A1756
107761,4024.2267,4869.7848,4185.93,11,31,42,A1756
107762,4024.9635,4869.0494,4183.7121,12.733334,32,42,A1756
107763,4025.8666,4868.1516,4180.9958,9,32,42,A1756
107764,4026.7702,4867.2558,4178.279,9.666667,32,42,A1756
107765,4027.6737,4866.3607,4175.5619,19.466667,32,42,A1756
107766,4028.5771,4865.4664,4172.8446,26.4,32,42,A1756
107767,4029.39,4864.6621,4170.3987,32,32,42,A1756
107768,4030.112,4863.9473,4168.2243,117,32,42,A1756
107769,4030.9232,4863.1435,4165.7778,23,32,42,A1756
107770,4031.8236,4862.2506,4163.059,20,32,42,A1756
107771,4032.7223,4861.357,4160.3398,8,32,42,A1756
107772,4033.6183,4860.4613,4157.6204,18,32,42,A1756
107773,4034.5116,4859.5632,4154.901,28,32,42,A1756
107774,4035.4026,4858.6632,4152.1814,3,32,42,A1756
107775,4036.293,4857.7633,4149.4616,15,32,42,A1756
107776,4037.1832,4856.8639,4146.7415,9,32,42,A1756
107777,4038.0732,4855.9648,4144.0213,8,32,42,A1756
107778,4038.9631,4855.0658,4141.3011,23,32,42,A1756
107779,4039.8531,4854.1668,4138.5808,22,32,42,A1756
107780,4040.7431,4853.2678,4135.8606,11,32,42,A1756
107781,4041.633,4852.3688,4133.1403,26,32,42,A1756
107782,4042.523,4851.4698,4130.4201,77,32,42,A1756
107783,4043.4129,4850.5707,4127.6998,39.349998,32,42,A1756
107795,4033.3553,4918.2515,4177.1412,6.45,32,42,A1757
107796,4032.4223,4919.1531,4174.4363,27.666666,32,42,A1757
107797,4031.4882,4920.053,4171.7311,23.416666,32,42,A1757
107798,4030.7095,4920.8014,4169.4765,22,32,42,A1757
107799,4029.8536,4921.6224,4166.9954,29.285715,32,42,A1757
107800,4028.8429,4922.5896,4164.0619,13,32,42,A1757
107801,4027.9109,4923.4795,4161.3527,33,32,42,A1757
107802,4026.9812,4924.3687,4158.6426,106.849998,32,42,A1757
107803,4026.2626,4925.0577,4156.5415,26,32,42,A1757
107805,4024.5458,4926.7094,4151.5011,5.133333,31,42,A1757
107806,4023.6237,4927.5985,4148.7884,9.066667,31,42,A1757
107807,4022.7022,4928.4881,4146.0755,21.633333,31,42,A1757
107808,4021.9501,4929.2149,4143.86,12,31,42,A1757
107809,4021.3672,4929.778,4142.1415,8,31,42,A1757
107810,4020.7235,4930.3992,4140.2416,12,31,42,A1757
107812,4018.6273,4932.4175,4134.0404,25.1,31,42,A1757
107813,4017.7107,4933.299,4131.3233,12.7,31,42,A1757
107814,4016.7948,4934.1799,4128.6057,5.6,31,42,A1757
107815,4016.017,4934.9282,4126.2954,2.880952,31,42,A1757
107837,3551.6536,4685.1757,4177.4384,67.079544,32,41,A1759
107849,3549.5502,4687.1906,4138.9986,57,32,41,A1759
109084,3749.5033,4778.546,4139.5553,113.599998,32,41,A1768
109085,3748.0927,4779.9741,4136.6273,19.45122,32,41,A1768
109086,3746.4237,4781.6647,4133.1637,15.209302,32,41,A1768
109087,3744.9761,4783.139,4130.1548,51.933334,32,41,A1768
109088,3743.7873,4784.3525,4127.6822,62.933334,32,41,A1768
109089,3742.5985,4785.5661,4125.2095,56.066666,32,41,A1768
109090,3741.4097,4786.7796,4122.7368,37.266666,32,41,A1768
109091,3740.1813,4788.0336,4120.1817,17.75,32,41,A1768
109092,3739.1114,4789.1258,4117.9563,24.09091,32,41,A1768
109120,3721.7816,4777.2475,4136.7697,21,32,41,A1769
109121,3720.8944,4778.1369,4133.5029,21.5,32,41,A1769
109122,3720.0076,4779.0276,4130.2364,37,32,41,A1769
109123,3719.2482,4779.7913,4127.4363,31,32,41,A1769
109124,3718.4896,4780.5551,4124.6361,74.833336,32,41,A1769
109125,3717.732,4781.3192,4121.8357,209.666672,32,41,A1769
109126,3716.9764,4782.0842,4119.035,164.666672,32,41,A1769
109127,3716.1708,4782.9003,4116.0476,156.941177,32,41,A1769
109128,3715.4784,4783.6017,4113.4802,268,32,41,A1769
109129,3714.8364,4784.252,4111.0996,198,32,41,A1769
109130,3714.0811,4785.0171,4108.2989,17.266666,32,41,A1769
109131,3713.3888,4785.7184,4105.7315,63,32,41,A1769
109357,3601.2723,4724.2443,4192.1683,85,32,41,A1773
109358,3599.9915,4724.4691,4188.9188,66.5,32,41,A1773
109364,3593.6117,4725.5777,4172.661,48,32,41,A1773
