ID,BHID,X,Y,Z,CODE,ZONE,VALUE,CAPVAL1,CAPPED1,CAPVAL2,CAPPED2,CAPVAL3,CAPPED3,CAPVAL4,CAPPED4,CAPVAL5,CAPPED5,CAPVAL6,CAPPED6,AvgSin,PROP_12,Num_Data
  74956,A1531       ,   3809.15,   4773.45,   4112.15,      32, 41.0,   16.03333,   16.03333,    0,   16.03333,    0,   16.03333,    0,   16.03333,    0,   16.03333,    0,   16.03333,    0,   23.8407,    .778,   21
  74957,A1531       ,   3808.26,   4774.44,   4109.47,      32, 41.0,    8.40000,    8.40000,    0,    8.40000,    0,    8.40000,    0,    8.40000,    0,    8.40000,    0,    8.40000,    0,   23.2979,    .778,   21
  74958,A1531       ,   3807.37,   4775.44,   4106.78,      32, 41.0,   12.40000,   12.40000,    0,   12.40000,    0,   12.40000,    0,   12.40000,    0,   12.40000,    0,   12.40000,    0,   23.2979,    .808,   21
  74959,A1531       ,   3806.48,   4776.43,   4104.09,      32, 41.0,    5.56667,    5.56667,    0,    5.56667,    0,    5.56667,    0,    5.56667,    0,    5.56667,    0,    5.56667,    0,   23.2979,    .808,   21
  74960,A1531       ,   3805.58,   4777.42,   4101.40,      32, 41.0,    7.01667,    7.01667,    0,    7.01667,    0,    7.01667,    0,    7.01667,    0,    7.01667,    0,    7.01667,    0,   22.8526,    .808,   21
  74961,A1531       ,   3804.69,   4778.41,   4098.72,      32, 41.0,    6.00000,    6.00000,    0,    6.00000,    0,    6.00000,    0,    6.00000,    0,    6.00000,    0,    6.00000,    0,   23.2972,    .840,   21
  74962,A1531       ,   3803.80,   4779.40,   4096.03,      32, 41.0,    7.60000,    7.60000,    0,    7.60000,    0,    7.60000,    0,    7.60000,    0,    7.60000,    0,    7.60000,    0,   23.3947,    .875,   21
  74963,A1531       ,   3802.90,   4780.40,   4093.35,      32, 41.0,   10.06667,   10.06667,    0,   10.06667,    0,   10.06667,    0,   10.06667,    0,   10.06667,    0,   10.06667,    0,   23.3947,    .913,   21
  74964,A1531       ,   3801.86,   4781.56,   4090.21,      32, 41.0,   13.10000,   13.10000,    0,   13.10000,    0,   13.10000,    0,   13.10000,    0,   13.10000,    0,   13.10000,    0,   23.1614,    .955,   21
  74965,A1531       ,   3800.82,   4782.73,   4087.08,      31, 41.0,    5.26000,    5.26000,    0,    5.26000,    0,    5.26000,    0,    5.26000,    0,    5.26000,    0,    5.26000,    0,   11.4322,    .677,   21
  74966,A1531       ,   3800.04,   4783.59,   4084.76,      31, 41.0,   11.00000,   11.00000,    0,   11.00000,    0,   11.00000,    0,   11.00000,    0,   11.00000,    0,   11.00000,    0,   11.4322,    .656,   21
  74967,A1531       ,   3799.27,   4784.46,   4082.43,      32, 41.0,    8.90000,    8.90000,    0,    8.90000,    0,    8.90000,    0,    8.90000,    0,    8.90000,    0,    8.90000,    0,   24.6425,    .500,   21
  74968,A1531       ,   3798.43,   4785.39,   4079.93,      31, 41.0,    6.00000,    6.00000,    0,    6.00000,    0,    6.00000,    0,    6.00000,    0,    6.00000,    0,    6.00000,    0,   11.4322,    .636,   21
  74973,A1531       ,   3794.20,   4790.16,   4067.24,      31, 41.0,   13.58333,   13.58333,    0,   13.58333,    0,   13.58333,    0,   13.58333,    0,   13.58333,    0,   13.58333,    0,   10.5236,    .778,   21
  74974,A1531       ,   3793.30,   4791.17,   4064.56,      31, 41.0,    2.00000,    2.00000,    0,    2.00000,    0,    2.00000,    0,    2.00000,    0,    2.00000,    0,    2.00000,    0,   10.5236,    .808,   21
  74975,A1531       ,   3792.61,   4791.97,   4062.46,      31, 41.0,    2.00000,    2.00000,    0,    2.00000,    0,    2.00000,    0,    2.00000,    0,    2.00000,    0,    2.00000,    0,   11.1933,    .875,   21
  79586,A1558       ,   3437.92,   4573.16,   4199.00,      32, 41.0,    3.00000,    3.00000,    0,    3.00000,    0,    3.00000,    0,    3.00000,    0,    3.00000,    0,    3.00000,    0,   84.1270,    .036,   21
  79596,A1558       ,   3446.24,   4564.66,   4172.62,      32, 41.0,    3.65517,    3.65517,    0,    3.65517,    0,    3.65517,    0,    3.65517,    0,    3.65517,    0,    3.65517,    0,   88.6032,    .182,   21
  79667,A1559       ,   3608.22,   4686.04,   4146.61,      32, 41.0,   12.95000,   12.95000,    0,   12.95000,    0,   12.95000,    0,   12.95000,    0,   12.95000,    0,   12.95000,    0,   83.5702,    .164,   21
  79668,A1559       ,   3607.62,   4686.67,   4143.48,      32, 41.0,   46.05714,   46.05714,    0,   46.05714,    0,   46.05714,    0,   46.05714,    0,   46.05714,    0,   46.05714,    0,   83.0799,    .145,   21
  79684,A1559       ,   3599.46,   4695.63,   4099.16,      32, 41.0,  130.16670,  130.16670,    0,  130.16670,    0,  130.16670,    0,  130.16670,    0,  130.16670,    0,  130.16670,    0,   69.3199,    .054,   21
  79686,A1559       ,   3598.46,   4696.80,   4093.41,      32, 41.0,   71.00000,   71.00000,    0,   71.00000,    0,   71.00000,    0,   71.00000,    0,   71.00000,    0,   71.00000,    0,   73.4909,    .054,   21
  79689,A1559       ,   3596.92,   4698.64,   4084.48,      32, 41.0,  286.00000,  237.44060,    1,  278.25070,    1,  286.00000,    0,  286.00000,    0,  286.00000,    0,  286.00000,    0,   74.2002,    .054,   21
  79716,A1559       ,   3585.29,   4712.87,   4012.85,      32, 41.0,   52.00000,   52.00000,    0,   52.00000,    0,   52.00000,    0,   52.00000,    0,   52.00000,    0,   52.00000,    0,   85.4666,    .125,   21
  79718,A1559       ,   3584.41,   4713.97,   4007.27,      31, 41.0,   39.96667,   39.96667,    0,   39.96667,    0,   39.96667,    0,   39.96667,    0,   39.96667,    0,   39.96667,    0,   65.6028,    .107,   21
  79719,A1559       ,   3583.87,   4714.66,   4003.83,      31, 41.0,   46.10976,   46.10976,    0,   46.10976,    0,   46.10976,    0,   46.10976,    0,   46.10976,    0,   46.10976,    0,   66.8124,    .107,   21
  80127,A1561       ,   3376.16,   4564.38,   4199.90,      32, 41.0,    4.00000,    4.00000,    0,    4.00000,    0,    4.00000,    0,    4.00000,    0,    4.00000,    0,    4.00000,    0,   72.7130,    .143,   21
  80131,A1561       ,   3381.98,   4558.49,   4189.34,      31, 41.0,    5.96667,    5.96667,    0,    5.96667,    0,    5.96667,    0,    5.96667,    0,    5.96667,    0,    5.96667,    0,    8.2442,    .512,   21
  80132,A1561       ,   3383.27,   4557.17,   4186.97,      31, 41.0,    9.13333,    9.13333,    0,    9.13333,    0,    9.13333,    0,    9.13333,    0,    9.13333,    0,    9.13333,    0,    8.2442,    .512,   21
  80133,A1561       ,   3384.46,   4555.99,   4184.82,      31, 41.0,    9.32653,    9.32653,    0,    9.32653,    0,    9.32653,    0,    9.32653,    0,    9.32653,    0,    9.32653,    0,    8.2442,    .512,   21
  80150,A1561       ,   3405.19,   4535.20,   4146.88,      31, 41.0,    4.75000,    4.75000,    0,    4.75000,    0,    4.75000,    0,    4.75000,    0,    4.75000,    0,    4.75000,    0,    9.4604,    .600,   21
  80151,A1561       ,   3406.47,   4533.89,   4144.50,      31, 41.0,    6.26667,    6.26667,    0,    6.26667,    0,    6.26667,    0,    6.26667,    0,    6.26667,    0,    6.26667,    0,    9.4604,    .636,   21
  80152,A1561       ,   3407.74,   4532.58,   4142.13,      31, 41.0,   10.13333,   10.13333,    0,   10.13333,    0,   10.13333,    0,   10.13333,    0,   10.13333,    0,   10.13333,    0,    9.4604,    .625,   21
  80153,A1561       ,   3408.75,   4531.53,   4140.24,      31, 41.0,   56.00000,   30.27335,    1,   35.47659,    1,   40.67982,    1,   45.88305,    1,   51.08628,    1,   56.00000,    0,    9.4604,    .531,   21
  80157,A1561       ,   3412.39,   4527.71,   4133.36,      32, 41.0,   71.30000,   71.30000,    0,   71.30000,    0,   71.30000,    0,   71.30000,    0,   71.30000,    0,   71.30000,    0,   74.9938,    .750,   21
  80158,A1561       ,   3413.58,   4526.45,   4131.10,      32, 41.0,   39.00000,   39.00000,    0,   39.00000,    0,   39.00000,    0,   39.00000,    0,   39.00000,    0,   39.00000,    0,   74.9938,    .720,   21
  80160,A1561       ,   3415.73,   4524.14,   4126.97,      32, 41.0,   38.00000,   38.00000,    0,   38.00000,    0,   38.00000,    0,   38.00000,    0,   38.00000,    0,   38.00000,    0,   76.2859,    .654,   21
  81300,A1569       ,   3415.23,   4739.19,   4063.28,      31, 41.0,   32.33333,   32.33333,    0,   32.33333,    0,   32.33333,    0,   32.33333,    0,   32.33333,    0,   32.33333,    0,   13.9876,    .314,   21
  81301,A1569       ,   3416.17,   4738.27,   4060.58,      31, 41.0,   33.66667,   33.66667,    0,   33.66667,    0,   33.66667,    0,   33.66667,    0,   33.66667,    0,   33.66667,    0,   13.9876,    .250,   21
  81302,A1569       ,   3417.11,   4737.35,   4057.88,      31, 41.0,   30.20000,   30.20000,    0,   30.20000,    0,   30.20000,    0,   30.20000,    0,   30.20000,    0,   30.20000,    0,   15.1820,    .222,   21
  81303,A1569       ,   3418.04,   4736.44,   4055.18,      31, 41.0,   25.00000,   25.00000,    0,   25.00000,    0,   25.00000,    0,   25.00000,    0,   25.00000,    0,   25.00000,    0,   16.4320,    .216,   21
  81304,A1569       ,   3418.98,   4735.53,   4052.48,      31, 41.0,   18.33333,   18.33333,    0,   18.33333,    0,   18.33333,    0,   18.33333,    0,   18.33333,    0,   18.33333,    0,   16.4320,    .216,   21
  81305,A1569       ,   3419.88,   4734.65,   4049.87,      31, 41.0,    6.00000,    6.00000,    0,    6.00000,    0,    6.00000,    0,    6.00000,    0,    6.00000,    0,    6.00000,    0,   16.4320,    .194,   21
  81317,A1569       ,   3429.86,   4724.96,   4021.05,      31, 41.0,    9.61667,    9.61667,    0,    9.61667,    0,    9.61667,    0,    9.61667,    0,    9.61667,    0,    9.61667,    0,   17.6005,    .107,   21
  81318,A1569       ,   3430.71,   4724.13,   4018.57,      31, 41.0,   22.00000,   22.00000,    0,   22.00000,    0,   22.00000,    0,   22.00000,    0,   22.00000,    0,   22.00000,    0,   17.6005,    .111,   21
  81323,A1569       ,   3436.10,   4718.82,   4002.79,      31, 41.0,     .85625,     .85625,    0,     .85625,    0,     .85625,    0,     .85625,    0,     .85625,    0,     .85625,    0,   20.1524,    .087,   21
  82064,A1573       ,   3636.95,   4730.80,   4080.90,      32, 41.0,   48.00000,   48.00000,    0,   48.00000,    0,   48.00000,    0,   48.00000,    0,   48.00000,    0,   48.00000,    0,   79.3359,    .289,   21
  82065,A1573       ,   3636.45,   4731.37,   4078.78,      32, 41.0,  114.38330,  114.38330,    0,  114.38330,    0,  114.38330,    0,  114.38330,    0,  114.38330,    0,  114.38330,    0,   79.3359,    .368,   21
  82066,A1573       ,   3635.80,   4732.10,   4076.08,      32, 41.0,  132.00000,  132.00000,    0,  132.00000,    0,  132.00000,    0,  132.00000,    0,  132.00000,    0,  132.00000,    0,   83.8007,    .375,   21
  82078,A1573       ,   3628.10,   4740.96,   4043.34,      32, 41.0,   69.10000,   69.10000,    0,   69.10000,    0,   69.10000,    0,   69.10000,    0,   69.10000,    0,   69.10000,    0,   91.5783,    .568,   21
  82079,A1573       ,   3627.35,   4741.82,   4040.14,      32, 41.0,   99.78947,   99.78947,    0,   99.78947,    0,   99.78947,    0,   99.78947,    0,   99.78947,    0,   99.78947,    0,   85.5465,    .583,   21
  83161,A158        ,   3973.85,   4855.92,   4003.62,      31, 42.0,     .58000,     .58000,    0,     .58000,    0,     .58000,    0,     .58000,    0,     .58000,    0,     .58000,    0,   20.2898,    .875,   21
  83162,A158        ,   3975.27,   4854.00,   4001.79,      31, 42.0,    5.45000,    5.45000,    0,    5.45000,    0,    5.45000,    0,    5.45000,    0,    5.45000,    0,    5.45000,    0,   17.9320,    .808,   21
  84002,A1588       ,   4011.77,   4849.51,   4198.67,      32, 42.0,   18.80000,   18.80000,    0,   18.80000,    0,   18.80000,    0,   18.80000,    0,   18.80000,    0,   18.80000,    0,   24.8559,    .875,   21
  84003,A1588       ,   4011.05,   4850.30,   4195.87,      32, 42.0,   15.40000,   15.40000,    0,   15.40000,    0,   15.40000,    0,   15.40000,    0,   15.40000,    0,   15.40000,    0,   24.8559,    .808,   21
  84004,A1588       ,   4010.32,   4851.10,   4193.07,      32, 42.0,   14.60000,   14.60000,    0,   14.60000,    0,   14.60000,    0,   14.60000,    0,   14.60000,    0,   14.60000,    0,   24.8559,    .808,   21
  84005,A1588       ,   4009.60,   4851.89,   4190.26,      32, 42.0,    9.53333,    9.53333,    0,    9.53333,    0,    9.53333,    0,    9.53333,    0,    9.53333,    0,    9.53333,    0,   24.8559,    .955,   21
  84006,A1588       ,   4008.88,   4852.68,   4187.46,      32, 42.0,    7.86667,    7.86667,    0,    7.86667,    0,    7.86667,    0,    7.86667,    0,    7.86667,    0,    7.86667,    0,   24.8559,    .875,   21
  84007,A1588       ,   4008.15,   4853.48,   4184.66,      32, 42.0,    9.20000,    9.20000,    0,    9.20000,    0,    9.20000,    0,    9.20000,    0,    9.20000,    0,    9.20000,    0,   24.8559,    .808,   21
  84008,A1588       ,   4007.43,   4854.26,   4181.86,      32, 42.0,   14.13333,   14.13333,    0,   14.13333,    0,   14.13333,    0,   14.13333,    0,   14.13333,    0,   14.13333,    0,   24.8416,    .808,   21
  84009,A1588       ,   4006.71,   4855.05,   4179.06,      32, 42.0,   15.46667,   15.46667,    0,   15.46667,    0,   15.46667,    0,   15.46667,    0,   15.46667,    0,   15.46667,    0,   25.8511,    .808,   21
  84010,A1588       ,   4005.99,   4855.84,   4176.25,      32, 42.0,   24.06667,   24.06667,    0,   24.06667,    0,   24.06667,    0,   24.06667,    0,   24.06667,    0,   24.06667,    0,   26.3106,    .840,   21
  84011,A1588       ,   4005.10,   4856.82,   4172.79,      32, 42.0,   25.95455,   25.95455,    0,   25.95455,    0,   25.95455,    0,   25.95455,    0,   25.95455,    0,   25.95455,    0,   26.6043,    .913,   21
  84012,A1588       ,   4004.22,   4857.79,   4169.34,      31, 42.0,   23.02333,   23.02333,    0,   23.02333,    0,   23.02333,    0,   23.02333,    0,   23.02333,    0,   23.02333,    0,   18.4683,    .477,   21
  84013,A1588       ,   4003.61,   4858.46,   4166.95,      31, 42.0,   24.00000,   24.00000,    0,   24.00000,    0,   24.00000,    0,   24.00000,    0,   24.00000,    0,   24.00000,    0,   18.7079,    .477,   21
  84018,A1588       ,   4000.75,   4861.60,   4155.73,      31, 42.0,   12.71667,   12.71667,    0,   12.71667,    0,   12.71667,    0,   12.71667,    0,   12.71667,    0,   12.71667,    0,   17.2794,    .447,   21
  84019,A1588       ,   4000.04,   4862.39,   4152.92,      31, 42.0,   10.01667,   10.01667,    0,   10.01667,    0,   10.01667,    0,   10.01667,    0,   10.01667,    0,   10.01667,    0,   15.8327,    .447,   21
  84020,A1588       ,   3999.33,   4863.18,   4150.12,      31, 42.0,    7.20000,    7.20000,    0,    7.20000,    0,    7.20000,    0,    7.20000,    0,    7.20000,    0,    7.20000,    0,   15.0636,    .429,   21
  84021,A1588       ,   3998.57,   4864.03,   4147.10,      31, 42.0,   28.60870,   28.60870,    0,   28.60870,    0,   28.60870,    0,   28.60870,    0,   28.60870,    0,   28.60870,    0,   14.7096,    .467,   21
  84026,A1588       ,   3994.96,   4868.08,   4132.69,      31, 42.0,   12.00000,   12.00000,    0,   12.00000,    0,   12.00000,    0,   12.00000,    0,   12.00000,    0,   12.00000,    0,   15.0028,    .677,   21
  85959,A160        ,   4125.67,   4989.79,   4021.09,      31, 42.0,    6.80227,    6.80227,    0,    6.80227,    0,    6.80227,    0,    6.80227,    0,    6.80227,    0,    6.80227,    0,    6.9338,    .652,   21
  85961,A160        ,   4129.01,   4986.00,   4016.69,      31, 42.0,   10.40000,   10.40000,    0,   10.40000,    0,   10.40000,    0,   10.40000,    0,   10.40000,    0,   10.40000,    0,    6.8000,    .652,   21
  85962,A160        ,   4130.50,   4984.30,   4014.72,      31, 42.0,    7.86667,    7.86667,    0,    7.86667,    0,    7.86667,    0,    7.86667,    0,    7.86667,    0,    7.86667,    0,    6.7781,    .609,   21
  85963,A160        ,   4132.05,   4982.54,   4012.69,      31, 42.0,   18.45313,   18.45313,    0,   18.45313,    0,   18.45313,    0,   18.45313,    0,   18.45313,    0,   18.45313,    0,    6.7362,    .560,   21
  88319,A1612       ,   3398.27,   4613.35,   4169.25,      32, 41.0,   12.00000,   12.00000,    0,   12.00000,    0,   12.00000,    0,   12.00000,    0,   12.00000,    0,   12.00000,    0,   53.6305,    .000,   21
  88320,A1612       ,   3399.19,   4612.44,   4167.20,      31, 41.0,   24.95000,   24.95000,    0,   24.95000,    0,   24.95000,    0,   24.95000,    0,   24.95000,    0,   24.95000,    0,    8.3759,    .636,   21
  88321,A1612       ,   3400.32,   4611.31,   4164.67,      31, 41.0,    9.90000,    9.90000,    0,    9.90000,    0,    9.90000,    0,    9.90000,    0,    9.90000,    0,    9.90000,    0,    8.3759,    .618,   21
  88322,A1612       ,   3401.45,   4610.18,   4162.13,      31, 41.0,   15.00000,   15.00000,    0,   15.00000,    0,   15.00000,    0,   15.00000,    0,   15.00000,    0,   15.00000,    0,    8.1854,    .600,   21
  88323,A1612       ,   3402.58,   4609.05,   4159.59,      31, 41.0,    9.00000,    9.00000,    0,    9.00000,    0,    9.00000,    0,    9.00000,    0,    9.00000,    0,    9.00000,    0,    8.1854,    .583,   21
  88324,A1612       ,   3403.70,   4607.92,   4157.05,      31, 41.0,   12.05000,   12.05000,    0,   12.05000,    0,   12.05000,    0,   12.05000,    0,   12.05000,    0,   12.05000,    0,    8.1854,    .583,   21
  88325,A1612       ,   3404.83,   4606.79,   4154.50,      31, 41.0,    3.33333,    3.33333,    0,    3.33333,    0,    3.33333,    0,    3.33333,    0,    3.33333,    0,    3.33333,    0,    8.1854,    .583,   21
  88326,A1612       ,   3406.13,   4605.50,   4151.58,      31, 41.0,    5.61539,    5.61539,    0,    5.61539,    0,    5.61539,    0,    5.61539,    0,    5.61539,    0,    5.61539,    0,    8.1854,    .583,   21
  88329,A1612       ,   3410.10,   4601.55,   4142.64,      31, 41.0,    3.00000,    3.00000,    0,    3.00000,    0,    3.00000,    0,    3.00000,    0,    3.00000,    0,    3.00000,    0,    9.0402,    .541,   21
  88330,A1612       ,   3411.20,   4600.46,   4140.16,      31, 41.0,    7.00000,    7.00000,    0,    7.00000,    0,    7.00000,    0,    7.00000,    0,    7.00000,    0,    7.00000,    0,    9.0402,    .528,   21
  88343,A1612       ,   3427.57,   4584.48,   4103.43,      31, 41.0,   12.00000,   12.00000,    0,   12.00000,    0,   12.00000,    0,   12.00000,    0,   12.00000,    0,   12.00000,    0,    7.8397,    .161,   21
  88348,A1612       ,   3432.57,   4579.71,   4092.29,      32, 41.0,    1.43333,    1.43333,    0,    1.43333,    0,    1.43333,    0,    1.43333,    0,    1.43333,    0,    1.43333,    0,   84.7714,    .103,   21
  88349,A1612       ,   3433.80,   4578.54,   4089.53,      32, 41.0,   42.00000,   42.00000,    0,   42.00000,    0,   42.00000,    0,   42.00000,    0,   42.00000,    0,   42.00000,    0,   83.0108,    .118,   21
  88573,A1614       ,   3526.33,   4684.83,   4173.40,      31, 41.0,   27.00000,   27.00000,    0,   27.00000,    0,   27.00000,    0,   27.00000,    0,   27.00000,    0,   27.00000,    0,   41.7504,    .000,   21
  88574,A1614       ,   3525.76,   4685.46,   4170.94,      31, 41.0,   29.00000,   29.00000,    0,   29.00000,    0,   29.00000,    0,   29.00000,    0,   29.00000,    0,   29.00000,    0,   39.4377,    .000,   21
  88866,A1615       ,   3560.87,   4743.15,   4027.60,      31, 41.0,    8.16177,    8.16177,    0,    8.16177,    0,    8.16177,    0,    8.16177,    0,    8.16177,    0,    8.16177,    0,   61.4306,    .420,   21
  92309,A1635       ,   3552.15,   4747.23,   4008.01,      31, 41.0,    5.50000,    5.50000,    0,    5.50000,    0,    5.50000,    0,    5.50000,    0,    5.50000,    0,    5.50000,    0,   71.9050,    .543,   21
  92310,A1635       ,   3553.41,   4746.07,   4005.55,      31, 41.0,   13.60000,   13.60000,    0,   13.60000,    0,   13.60000,    0,   13.60000,    0,   13.60000,    0,   13.60000,    0,   71.9050,    .514,   21
  92311,A1635       ,   3554.67,   4744.90,   4003.09,      31, 41.0,   19.40000,   19.40000,    0,   19.40000,    0,   19.40000,    0,   19.40000,    0,   19.40000,    0,   19.40000,    0,   71.9050,    .486,   21
  92312,A1635       ,   3555.95,   4743.72,   4000.64,      31, 41.0,   31.50000,   31.50000,    0,   31.50000,    0,   31.50000,    0,   31.50000,    0,   31.50000,    0,   31.50000,    0,   71.9050,    .486,   21
  94541,A1649       ,   4211.79,   5072.00,   4197.60,      32, 42.0,    2.90000,    2.90000,    0,    2.90000,    0,    2.90000,    0,    2.90000,    0,    2.90000,    0,    2.90000,    0,    2.9231,    .412,   21
  94542,A1649       ,   4211.98,   5071.81,   4194.03,      32, 42.0,   11.12048,    9.35400,    1,   10.96172,    1,   11.12048,    0,   11.12048,    0,   11.12048,    0,   11.12048,    0,    2.9231,    .396,   21
  94543,A1649       ,   4212.13,   5071.66,   4191.14,      32, 42.0,    6.00000,    6.00000,    0,    6.00000,    0,    6.00000,    0,    6.00000,    0,    6.00000,    0,    6.00000,    0,    2.9231,    .382,   21
  94544,A1649       ,   4212.21,   5071.57,   4189.50,      32, 42.0,   16.00000,    9.35400,    1,   10.96172,    1,   12.56944,    1,   14.17715,    1,   15.78487,    1,   16.00000,    0,    2.9231,    .362,   21
  94545,A1649       ,   4212.31,   5071.47,   4187.58,      32, 42.0,    3.00000,    3.00000,    0,    3.00000,    0,    3.00000,    0,    3.00000,    0,    3.00000,    0,    3.00000,    0,    2.9231,    .350,   21
  94546,A1649       ,   4212.44,   5071.34,   4184.98,      32, 42.0,   16.00000,    9.35400,    1,   10.96172,    1,   12.56944,    1,   14.17716,    1,   15.78487,    1,   16.00000,    0,    2.9231,    .344,   21
  94547,A1649       ,   4212.59,   5071.19,   4181.99,      32, 42.0,    2.46667,    2.46667,    0,    2.46667,    0,    2.46667,    0,    2.46667,    0,    2.46667,    0,    2.46667,    0,    2.9231,    .333,   21
  94548,A1649       ,   4212.74,   5071.03,   4179.00,      32, 42.0,    1.33333,    1.33333,    0,    1.33333,    0,    1.33333,    0,    1.33333,    0,    1.33333,    0,    1.33333,    0,    2.8801,    .323,   21
  94549,A1649       ,   4212.89,   5070.88,   4176.01,      32, 42.0,    7.31667,    7.31667,    0,    7.31667,    0,    7.31667,    0,    7.31667,    0,    7.31667,    0,    7.31667,    0,    2.8087,    .313,   21
  94550,A1649       ,   4213.04,   5070.73,   4173.06,      31, 42.0,    1.00000,    1.00000,    0,    1.00000,    0,    1.00000,    0,    1.00000,    0,    1.00000,    0,    1.00000,    0,    6.3115,    .358,   21
  94563,A1649       ,   4215.12,   5068.69,   4132.07,      32, 42.0,    5.01667,    5.01667,    0,    5.01667,    0,    5.01667,    0,    5.01667,    0,    5.01667,    0,    5.01667,    0,    7.5917,    .309,   21
  94564,A1649       ,   4215.28,   5068.54,   4129.08,      32, 42.0,    2.00000,    2.00000,    0,    2.00000,    0,    2.00000,    0,    2.00000,    0,    2.00000,    0,    2.00000,    0,    6.9808,    .323,   21
  94565,A1649       ,   4215.43,   5068.39,   4126.08,      32, 42.0,    6.36667,    6.36667,    0,    6.36667,    0,    6.36667,    0,    6.36667,    0,    6.36667,    0,    6.36667,    0,    7.0482,    .344,   21
  94566,A1649       ,   4215.59,   5068.23,   4123.09,      32, 42.0,   20.20000,   20.20000,    0,   20.20000,    0,   20.20000,    0,   20.20000,    0,   20.20000,    0,   20.20000,    0,    9.2387,    .362,   21
  94567,A1649       ,   4215.74,   5068.08,   4120.10,      32, 42.0,    2.70000,    2.70000,    0,    2.70000,    0,    2.70000,    0,    2.70000,    0,    2.70000,    0,    2.70000,    0,    9.2387,    .368,   21
  94568,A1649       ,   4215.90,   5067.92,   4117.11,      32, 42.0,    4.61667,    4.61667,    0,    4.61667,    0,    4.61667,    0,    4.61667,    0,    4.61667,    0,    4.61667,    0,   11.9688,    .396,   21
  94569,A1649       ,   4216.05,   5067.76,   4114.12,      32, 42.0,     .82500,     .82500,    0,     .82500,    0,     .82500,    0,     .82500,    0,     .82500,    0,     .82500,    0,   12.2466,    .429,   21
  94570,A1649       ,   4216.20,   5067.60,   4111.12,      32, 42.0,    2.89167,    2.89167,    0,    2.89167,    0,    2.89167,    0,    2.89167,    0,    2.89167,    0,    2.89167,    0,   14.4022,    .429,   21
  94571,A1649       ,   4216.36,   5067.44,   4108.13,      32, 42.0,    1.95000,    1.95000,    0,    1.95000,    0,    1.95000,    0,    1.95000,    0,    1.95000,    0,    1.95000,    0,   14.4022,    .420,   21
  94572,A1649       ,   4216.51,   5067.27,   4105.14,      32, 42.0,    1.48333,    1.48333,    0,    1.48333,    0,    1.48333,    0,    1.48333,    0,    1.48333,    0,    1.48333,    0,   25.0609,    .404,   21
  94573,A1649       ,   4216.66,   5067.11,   4102.15,      32, 42.0,   25.70000,   25.70000,    0,   25.70000,    0,   25.70000,    0,   25.70000,    0,   25.70000,    0,   25.70000,    0,   24.9278,    .412,   21
  94574,A1649       ,   4216.82,   5066.94,   4099.16,      32, 42.0,    8.55000,    8.55000,    0,    8.55000,    0,    8.55000,    0,    8.55000,    0,    8.55000,    0,    8.55000,    0,   24.7611,    .412,   21
  94575,A1649       ,   4216.97,   5066.78,   4096.17,      32, 42.0,    5.05000,    5.05000,    0,    5.05000,    0,    5.05000,    0,    5.05000,    0,    5.05000,    0,    5.05000,    0,   24.4183,    .429,   21
  94576,A1649       ,   4217.10,   5066.63,   4093.52,      32, 42.0,    8.04348,    8.04348,    0,    8.04348,    0,    8.04348,    0,    8.04348,    0,    8.04348,    0,    8.04348,    0,   24.6869,    .438,   21
  94580,A1649       ,   4217.73,   5065.91,   4080.81,      32, 42.0,     .50000,     .50000,    0,     .50000,    0,     .50000,    0,     .50000,    0,     .50000,    0,     .50000,    0,   24.2851,    .438,   21
  94581,A1649       ,   4217.88,   5065.74,   4077.82,      32, 42.0,    2.37500,    2.37500,    0,    2.37500,    0,    2.37500,    0,    2.37500,    0,    2.37500,    0,    2.37500,    0,   24.7676,    .447,   21
  94582,A1649       ,   4218.05,   5065.54,   4074.35,      32, 42.0,   11.78481,   11.78481,    0,   11.78481,    0,   11.78481,    0,   11.78481,    0,   11.78481,    0,   11.78481,    0,   24.7676,    .467,   21
  94584,A1649       ,   4218.38,   5065.17,   4067.95,      32, 42.0,    7.50000,    7.50000,    0,    7.50000,    0,    7.50000,    0,    7.50000,    0,    7.50000,    0,    7.50000,    0,   26.1407,   1.000,   21
  94585,A1649       ,   4218.53,   5065.00,   4064.96,      32, 42.0,    3.41667,    3.41667,    0,    3.41667,    0,    3.41667,    0,    3.41667,    0,    3.41667,    0,    3.41667,    0,   26.1407,   1.000,   21
  94586,A1649       ,   4218.68,   5064.82,   4061.96,      32, 42.0,     .50000,     .50000,    0,     .50000,    0,     .50000,    0,     .50000,    0,     .50000,    0,     .50000,    0,   26.1407,    .447,   21
  94587,A1649       ,   4218.83,   5064.65,   4058.97,      32, 42.0,     .50000,     .50000,    0,     .50000,    0,     .50000,    0,     .50000,    0,     .50000,    0,     .50000,    0,   25.2836,    .438,   21
  94588,A1649       ,   4218.99,   5064.47,   4055.98,      32, 42.0,     .50000,     .50000,    0,     .50000,    0,     .50000,    0,     .50000,    0,     .50000,    0,     .50000,    0,   25.2836,    .429,   21
  94589,A1649       ,   4219.14,   5064.29,   4052.99,      32, 42.0,     .50000,     .50000,    0,     .50000,    0,     .50000,    0,     .50000,    0,     .50000,    0,     .50000,    0,   26.0558,    .429,   21
