mid_x,mid_y,mid_z,Ag_ppm_BESTEL,NBKRT,AG_SUBZONAS,HOLEID,x_rot,y_rot,z_rot,CAP1_P,CPD1_P,CAP2_P,CPD2_P,CAP3_P,CPD3_P,CAP4_P,CPD4_P,CAP5_P,CPD5_P,CAP6_P,CPD6_P,AVG_SN_P,AVG_CN_P,PROP_SN_P,PROP_CN_P,EVAL_P,NCOMP_P,NXPAN_P
4189.0,5097.0,4178.0,2.0,31,42,A1746,0.0,0.0,0,2.0,0,2.0,0,2.0,0,2.0,0,2.0,0,2.0,0,0,0,0,0,0,0,0
4188.0,5098.0,4175.0,2.0,31,42,A1746,0.0,0.0,0,2.0,0,2.0,0,2.0,0,2.0,0,2.0,0,2.0,0,0,0,0,0,0,0,0
4187.0,5099.0,4173.0,3.0,31,42,A1746,0.0,0.0,0,3.0,0,3.0,0,3.0,0,3.0,0,3.0,0,3.0,0,0,0,0,0,0,0,0
4186.0,5100.0,4170.0,6.0,31,42,A1746,0.0,0.0,0,6.0,0,6.0,0,6.0,0,6.0,0,6.0,0,6.0,0,0,0,0,0,0,0,0
4185.0,5101.0,4168.0,2.0,32,42,A1746,0.0,0.0,0,2.0,0,2.0,0,2.0,0,2.0,0,2.0,0,2.0,0,0,0,0,0,0,0,0
4184.0,5102.0,4165.0,8.0,32,42,A1746,0.0,0.0,0,8.0,0,8.0,0,8.0,0,8.0,0,8.0,0,8.0,0,0,0,0,0,0,0,0
4183.0,5102.0,4163.0,4.0,32,42,A1746,0.0,0.0,0,4.0,0,4.0,0,4.0,0,4.0,0,4.0,0,4.0,0,0,0,0,0,0,0,0
4182.0,5103.0,4160.0,6.0,32,42,A1746,0.0,0.0,0,6.0,0,6.0,0,6.0,0,6.0,0,6.0,0,6.0,0,0,0,0,0,0,0,0
4181.0,5104.0,4158.0,7.0,32,42,A1746,0.0,0.0,0,7.0,0,7.0,0,7.0,0,7.0,0,7.0,0,7.0,0,0,0,0,0,0,0,0
4181.0,5105.0,4156.0,5.0,32,42,A1746,0.0,0.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,0,0,0,0,0,0,0
4180.0,5106.0,4153.0,17.0,31,42,A1746,0.0,0.0,0,17.0,0,17.0,0,17.0,0,17.0,0,17.0,0,17.0,0,0,0,0,0,0,0,0
4179.0,5107.0,4151.0,12.0,31,42,A1746,0.0,0.0,0,12.0,0,12.0,0,12.0,0,12.0,0,12.0,0,12.0,0,0,0,0,0,0,0,0
4178.0,5108.0,4148.0,10.0,31,42,A1746,0.0,0.0,0,10.0,0,10.0,0,10.0,0,10.0,0,10.0,0,10.0,0,0,0,0,0,0,0,0
4177.0,5109.0,4145.0,9.0,31,42,A1746,0.0,0.0,0,9.0,0,9.0,0,9.0,0,9.0,0,9.0,0,9.0,0,0,0,0,0,0,0,0
4176.0,5110.0,4143.0,9.0,31,42,A1746,0.0,0.0,0,9.0,0,9.0,0,9.0,0,9.0,0,9.0,0,9.0,0,0,0,0,0,0,0,0
4175.0,5111.0,4140.0,13.0,31,42,A1746,0.0,0.0,0,13.0,0,13.0,0,13.0,0,13.0,0,13.0,0,13.0,0,0,0,0,0,0,0,0
4174.0,5111.0,4137.0,10.0,31,42,A1746,0.0,0.0,0,10.0,0,10.0,0,10.0,0,10.0,0,10.0,0,10.0,0,0,0,0,0,0,0,0
4173.0,5113.0,4134.0,10.0,31,42,A1746,0.0,0.0,0,10.0,0,10.0,0,10.0,0,10.0,0,10.0,0,10.0,0,0,0,0,0,0,0,0
3849.0,4763.0,4167.0,14.0,32,41,A1748,0.0,0.0,0,14.0,0,14.0,0,14.0,0,14.0,0,14.0,0,14.0,0,0,0,0,0,0,0,0
3848.0,4764.0,4165.0,6.0,32,41,A1748,0.0,0.0,0,6.0,0,6.0,0,6.0,0,6.0,0,6.0,0,6.0,0,0,0,0,0,0,0,0
3847.0,4765.0,4162.0,5.0,32,41,A1748,0.0,0.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,0,0,0,0,0,0,0
3846.0,4766.0,4159.0,10.0,32,41,A1748,0.0,0.0,0,10.0,0,10.0,0,10.0,0,10.0,0,10.0,0,10.0,0,0,0,0,0,0,0,0
3845.0,4767.0,4156.0,9.0,32,41,A1748,0.0,0.0,0,9.0,0,9.0,0,9.0,0,9.0,0,9.0,0,9.0,0,0,0,0,0,0,0,0
3844.0,4767.0,4154.0,8.0,32,41,A1748,0.0,0.0,0,8.0,0,8.0,0,8.0,0,8.0,0,8.0,0,8.0,0,0,0,0,0,0,0,0
3843.0,4768.0,4151.0,9.0,32,41,A1748,0.0,0.0,0,9.0,0,9.0,0,9.0,0,9.0,0,9.0,0,9.0,0,0,0,0,0,0,0,0
3842.0,4769.0,4148.0,16.0,32,41,A1748,0.0,0.0,0,16.0,0,16.0,0,16.0,0,16.0,0,16.0,0,16.0,0,0,0,0,0,0,0,0
3841.0,4770.0,4146.0,17.0,32,41,A1748,0.0,0.0,0,17.0,0,17.0,0,17.0,0,17.0,0,17.0,0,17.0,0,0,0,0,0,0,0,0
3840.0,4771.0,4143.0,17.0,32,41,A1748,0.0,0.0,0,17.0,0,17.0,0,17.0,0,17.0,0,17.0,0,17.0,0,0,0,0,0,0,0,0
3839.0,4772.0,4140.0,19.0,32,41,A1748,0.0,0.0,0,19.0,0,19.0,0,19.0,0,19.0,0,19.0,0,19.0,0,0,0,0,0,0,0,0
3838.0,4773.0,4137.0,14.0,32,41,A1748,0.0,0.0,0,14.0,0,14.0,0,14.0,0,14.0,0,14.0,0,14.0,0,0,0,0,0,0,0,0
3837.0,4774.0,4135.0,7.0,32,41,A1748,0.0,0.0,0,7.0,0,7.0,0,7.0,0,7.0,0,7.0,0,7.0,0,0,0,0,0,0,0,0
3836.0,4775.0,4132.0,7.0,32,41,A1748,0.0,0.0,0,7.0,0,7.0,0,7.0,0,7.0,0,7.0,0,7.0,0,0,0,0,0,0,0,0
3835.0,4776.0,4129.0,13.0,32,41,A1748,0.0,0.0,0,13.0,0,13.0,0,13.0,0,13.0,0,13.0,0,13.0,0,0,0,0,0,0,0,0
3834.0,4777.0,4126.0,8.0,31,41,A1748,-1194.9466092411672,6007.6108063907595,4126,8.0,0,8.0,0,8.0,0,8.0,0,8.0,0,8.0,0,0,0,0,0,0,0,0
3833.0,4778.0,4123.0,6.0,31,41,A1748,-1196.3554412939725,6007.487549557327,4123,6.0,0,6.0,0,6.0,0,6.0,0,6.0,0,6.0,0,0,0,0,0,0,0,0
3832.0,4778.0,4120.0,12.0,31,41,A1748,-1196.9982289036593,6006.721505114208,4120,12.0,0,12.0,0,12.0,0,12.0,0,12.0,0,12.0,0,0,0,0,0,0,0,0
3831.0,4779.0,4118.0,26.0,31,41,A1748,-1198.4070609564646,6006.598248280776,4118,26.0,0,26.0,0,26.0,0,26.0,0,26.0,0,26.0,0,0,0,0,0,0,0,0
3830.0,4780.0,4115.0,37.0,31,41,A1748,-1199.8158930092704,6006.474991447343,4115,37.0,0,37.0,0,37.0,0,37.0,0,37.0,0,37.0,0,0,0,0,0,0,0,0
3829.0,4781.0,4112.0,27.0,31,41,A1748,-1201.2247250620758,6006.3517346139115,4112,27.0,0,27.0,0,27.0,0,27.0,0,27.0,0,27.0,0,0,0,0,0,0,0,0
3828.0,4782.0,4110.0,12.0,31,41,A1748,-1202.6335571148811,6006.228477780479,4110,12.0,0,12.0,0,12.0,0,12.0,0,12.0,0,12.0,0,0,0,0,0,0,0,0
3827.0,4783.0,4107.0,14.0,31,41,A1748,-1204.042389167687,6006.105220947046,4107,14.0,0,14.0,0,14.0,0,14.0,0,14.0,0,14.0,0,0,0,0,0,0,0,0
3826.0,4784.0,4104.0,25.0,31,41,A1748,-1205.4512212204922,6005.981964113615,4104,25.0,0,25.0,0,25.0,0,25.0,0,25.0,0,25.0,0,0,0,0,0,0,0,0
3825.0,4785.0,4102.0,36.0,31,41,A1748,-1206.8600532732976,6005.858707280182,4102,36.0,0,36.0,0,36.0,0,36.0,0,36.0,0,36.0,0,0,0,0,0,0,0,0
3824.0,4786.0,4099.0,51.0,31,41,A1748,-1208.2688853261034,6005.735450446749,4099,51.0,0,51.0,0,51.0,0,51.0,0,51.0,0,51.0,0,0,0,0,0,0,0,0
3824.0,4786.0,4097.0,40.0,31,41,A1748,-1208.2688853261034,6005.735450446749,4097,40.0,0,40.0,0,40.0,0,40.0,0,40.0,0,40.0,0,0,0,0,0,0,0,0
3840.0,4772.0,4189.0,184.0,32,41,A1749,0.0,0.0,0,184.0,0,184.0,0,184.0,0,184.0,0,184.0,0,184.0,0,0,0,0,0,0,0,0
3839.0,4773.0,4187.0,119.0,32,41,A1749,0.0,0.0,0,119.0,0,119.0,0,119.0,0,119.0,0,119.0,0,119.0,0,0,0,0,0,0,0,0
3838.0,4775.0,4184.0,83.0,32,41,A1749,0.0,0.0,0,83.0,0,83.0,0,83.0,0,83.0,0,83.0,0,83.0,0,0,0,0,0,0,0,0
3837.0,4776.0,4182.0,49.0,32,41,A1749,0.0,0.0,0,49.0,0,49.0,0,49.0,0,49.0,0,49.0,0,49.0,0,0,0,0,0,0,0,0
3836.0,4777.0,4179.0,32.0,32,41,A1749,0.0,0.0,0,32.0,0,32.0,0,32.0,0,32.0,0,32.0,0,32.0,0,0,0,0,0,0,0,0
3834.0,4778.0,4176.0,20.0,32,41,A1749,0.0,0.0,0,20.0,0,20.0,0,20.0,0,20.0,0,20.0,0,20.0,0,0,0,0,0,0,0,0
3833.0,4779.0,4174.0,18.0,32,41,A1749,0.0,0.0,0,18.0,0,18.0,0,18.0,0,18.0,0,18.0,0,18.0,0,0,0,0,0,0,0,0
3832.0,4780.0,4172.0,48.0,32,41,A1749,0.0,0.0,0,48.0,0,48.0,0,48.0,0,48.0,0,48.0,0,48.0,0,0,0,0,0,0,0,0
3831.0,4781.0,4169.0,12.0,32,41,A1749,0.0,0.0,0,12.0,0,12.0,0,12.0,0,12.0,0,12.0,0,12.0,0,0,0,0,0,0,0,0
3830.0,4782.0,4166.0,15.0,32,41,A1749,0.0,0.0,0,15.0,0,15.0,0,15.0,0,15.0,0,15.0,0,15.0,0,0,0,0,0,0,0,0
3829.0,4783.0,4164.0,11.0,32,41,A1749,0.0,0.0,0,11.0,0,11.0,0,11.0,0,11.0,0,11.0,0,11.0,0,0,0,0,0,0,0,0
3828.0,4785.0,4161.0,15.0,32,41,A1749,0.0,0.0,0,15.0,0,15.0,0,15.0,0,15.0,0,15.0,0,15.0,0,0,0,0,0,0,0,0
3827.0,4786.0,4158.0,16.0,32,41,A1749,0.0,0.0,0,16.0,0,16.0,0,16.0,0,16.0,0,16.0,0,16.0,0,0,0,0,0,0,0,0
3826.0,4787.0,4156.0,18.0,32,41,A1749,0.0,0.0,0,18.0,0,18.0,0,18.0,0,18.0,0,18.0,0,18.0,0,0,0,0,0,0,0,0
3825.0,4788.0,4153.0,7.0,32,41,A1749,0.0,0.0,0,7.0,0,7.0,0,7.0,0,7.0,0,7.0,0,7.0,0,0,0,0,0,0,0,0
3824.0,4789.0,4151.0,6.0,32,41,A1749,0.0,0.0,0,6.0,0,6.0,0,6.0,0,6.0,0,6.0,0,6.0,0,0,0,0,0,0,0,0
3823.0,4790.0,4148.0,14.0,32,41,A1749,0.0,0.0,0,14.0,0,14.0,0,14.0,0,14.0,0,14.0,0,14.0,0,0,0,0,0,0,0,0
3822.0,4791.0,4146.0,19.0,32,41,A1749,0.0,0.0,0,19.0,0,19.0,0,19.0,0,19.0,0,19.0,0,19.0,0,0,0,0,0,0,0,0
3821.0,4792.0,4143.0,6.0,32,41,A1749,0.0,0.0,0,6.0,0,6.0,0,6.0,0,6.0,0,6.0,0,6.0,0,0,0,0,0,0,0,0
3819.0,4794.0,4140.0,33.0,32,41,A1749,0.0,0.0,0,33.0,0,33.0,0,33.0,0,33.0,0,33.0,0,33.0,0,0,0,0,0,0,0,0
3818.0,4795.0,4137.0,8.0,31,41,A1749,-1219.0200109722932,6006.924272275214,4137,8.0,0,8.0,0,8.0,0,8.0,0,8.0,0,8.0,0,0,0,0,0,0,0,0
3817.0,4796.0,4134.0,6.0,31,41,A1749,-1220.428843025099,6006.801015441782,4134,6.0,0,6.0,0,6.0,0,6.0,0,6.0,0,6.0,0,0,0,0,0,0,0,0
3816.0,4798.0,4131.0,43.0,31,41,A1749,-1222.6037195210233,6007.320546218036,4131,43.0,0,43.0,0,43.0,0,43.0,0,43.0,0,43.0,0,0,0,0,0,0,0,0
3815.0,4799.0,4129.0,31.0,31,41,A1749,-1224.0125515738287,6007.197289384603,4129,31.0,0,31.0,0,31.0,0,31.0,0,31.0,0,31.0,0,0,0,0,0,0,0,0
3814.0,4800.0,4127.0,14.0,31,41,A1749,-1225.4213836266345,6007.074032551171,4127,14.0,0,14.0,0,14.0,0,14.0,0,14.0,0,14.0,0,0,0,0,0,0,0,0
3813.0,4801.0,4124.0,16.0,31,41,A1749,-1226.8302156794398,6006.950775717738,4124,16.0,0,16.0,0,16.0,0,16.0,0,16.0,0,16.0,0,0,0,0,0,0,0,0
3812.0,4802.0,4121.0,15.0,31,41,A1749,-1228.2390477322451,6006.827518884306,4121,15.0,0,15.0,0,15.0,0,15.0,0,15.0,0,15.0,0,0,0,0,0,0,0,0
3811.0,4803.0,4119.0,33.0,31,41,A1749,-1229.647879785051,6006.704262050874,4119,33.0,0,33.0,0,33.0,0,33.0,0,33.0,0,33.0,0,0,0,0,0,0,0,0
3810.0,4804.0,4116.0,33.0,31,41,A1749,-1231.0567118378563,6006.581005217441,4116,33.0,0,33.0,0,33.0,0,33.0,0,33.0,0,33.0,0,0,0,0,0,0,0,0
3809.0,4805.0,4114.0,40.0,31,41,A1749,-1232.465543890662,6006.457748384009,4114,40.0,0,40.0,0,40.0,0,40.0,0,40.0,0,40.0,0,0,0,0,0,0,0,0
3808.0,4806.0,4111.0,14.0,31,41,A1749,-1233.8743759434674,6006.334491550577,4111,14.0,0,14.0,0,14.0,0,14.0,0,14.0,0,14.0,0,0,0,0,0,0,0,0
3807.0,4808.0,4109.0,11.0,31,41,A1749,-1236.0492524393917,6006.85402232683,4109,11.0,0,11.0,0,11.0,0,11.0,0,11.0,0,11.0,0,0,0,0,0,0,0,0
3806.0,4809.0,4106.0,3.0,31,41,A1749,-1237.4580844921975,6006.7307654933975,4106,3.0,0,3.0,0,3.0,0,3.0,0,3.0,0,3.0,0,0,0,0,0,0,0,0
3805.0,4810.0,4103.0,5.0,31,41,A1749,-1238.8669165450028,6006.607508659966,4103,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,0,0,0,0,0,0,0
3804.0,4811.0,4101.0,7.0,31,41,A1749,-1240.2757485978082,6006.484251826533,4101,7.0,0,7.0,0,7.0,0,7.0,0,7.0,0,7.0,0,0,0,0,0,0,0,0
3883.0,4760.0,4195.0,12.0,32,42,A1750,0.0,0.0,0,12.0,0,12.0,0,12.0,0,12.0,0,12.0,0,12.0,0,0,0,0,0,0,0,0
3880.0,4764.0,4186.0,6.0,32,42,A1750,0.0,0.0,0,6.0,0,6.0,0,6.0,0,6.0,0,6.0,0,6.0,0,0,0,0,0,0,0,0
3875.0,4769.0,4172.0,21.0,32,42,A1750,0.0,0.0,0,21.0,0,21.0,0,21.0,0,21.0,0,21.0,0,21.0,0,0,0,0,0,0,0,0
3874.0,4770.0,4169.0,31.0,32,42,A1750,0.0,0.0,0,31.0,0,31.0,0,31.0,0,31.0,0,31.0,0,31.0,0,0,0,0,0,0,0,0
3871.0,4773.0,4160.0,30.0,32,42,A1750,0.0,0.0,0,30.0,0,30.0,0,30.0,0,30.0,0,30.0,0,30.0,0,0,0,0,0,0,0,0
3870.0,4774.0,4157.0,13.0,32,42,A1750,0.0,0.0,0,13.0,0,13.0,0,13.0,0,13.0,0,13.0,0,13.0,0,0,0,0,0,0,0,0
3869.0,4776.0,4155.0,6.0,32,42,A1750,0.0,0.0,0,6.0,0,6.0,0,6.0,0,6.0,0,6.0,0,6.0,0,0,0,0,0,0,0,0
3868.0,4777.0,4152.0,8.0,32,42,A1750,0.0,0.0,0,8.0,0,8.0,0,8.0,0,8.0,0,8.0,0,8.0,0,0,0,0,0,0,0,0
3867.0,4778.0,4149.0,6.0,32,42,A1750,0.0,0.0,0,6.0,0,6.0,0,6.0,0,6.0,0,6.0,0,6.0,0,0,0,0,0,0,0,0
3866.0,4779.0,4147.0,2.0,32,42,A1750,0.0,0.0,0,2.0,0,2.0,0,2.0,0,2.0,0,2.0,0,2.0,0,0,0,0,0,0,0,0
3865.0,4780.0,4144.0,4.0,32,42,A1750,0.0,0.0,0,4.0,0,4.0,0,4.0,0,4.0,0,4.0,0,4.0,0,0,0,0,0,0,0,0
3864.0,4781.0,4141.0,3.0,32,42,A1750,0.0,0.0,0,3.0,0,3.0,0,3.0,0,3.0,0,3.0,0,3.0,0,0,0,0,0,0,0,0
3863.0,4781.0,4139.0,1.0,32,42,A1750,0.0,0.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,0,0,0,0,0,0,0
3863.0,4782.0,4137.0,2.0,31,42,A1750,0.0,0.0,0,2.0,0,2.0,0,2.0,0,2.0,0,2.0,0,2.0,0,0,0,0,0,0,0,0
3862.0,4783.0,4135.0,3.0,31,42,A1750,0.0,0.0,0,3.0,0,3.0,0,3.0,0,3.0,0,3.0,0,3.0,0,0,0,0,0,0,0,0
3861.0,4784.0,4132.0,4.0,31,42,A1750,0.0,0.0,0,4.0,0,4.0,0,4.0,0,4.0,0,4.0,0,4.0,0,0,0,0,0,0,0,0
3860.0,4785.0,4129.0,4.0,31,42,A1750,0.0,0.0,0,4.0,0,4.0,0,4.0,0,4.0,0,4.0,0,4.0,0,0,0,0,0,0,0,0
3859.0,4786.0,4127.0,3.0,31,42,A1750,0.0,0.0,0,3.0,0,3.0,0,3.0,0,3.0,0,3.0,0,3.0,0,0,0,0,0,0,0,0
3858.0,4787.0,4124.0,3.0,31,42,A1750,0.0,0.0,0,3.0,0,3.0,0,3.0,0,3.0,0,3.0,0,3.0,0,0,0,0,0,0,0,0
3857.0,4788.0,4121.0,2.0,31,42,A1750,0.0,0.0,0,2.0,0,2.0,0,2.0,0,2.0,0,2.0,0,2.0,0,0,0,0,0,0,0,0
3856.0,4789.0,4119.0,2.0,31,42,A1750,0.0,0.0,0,2.0,0,2.0,0,2.0,0,2.0,0,2.0,0,2.0,0,0,0,0,0,0,0,0
3855.0,4790.0,4116.0,3.0,31,42,A1750,0.0,0.0,0,3.0,0,3.0,0,3.0,0,3.0,0,3.0,0,3.0,0,0,0,0,0,0,0,0
3854.0,4791.0,4113.0,2.0,31,42,A1750,0.0,0.0,0,2.0,0,2.0,0,2.0,0,2.0,0,2.0,0,2.0,0,0,0,0,0,0,0,0
3853.0,4792.0,4111.0,2.0,31,42,A1750,0.0,0.0,0,2.0,0,2.0,0,2.0,0,2.0,0,2.0,0,2.0,0,0,0,0,0,0,0,0
3852.0,4793.0,4108.0,7.0,31,42,A1750,0.0,0.0,0,7.0,0,7.0,0,7.0,0,7.0,0,7.0,0,7.0,0,0,0,0,0,0,0,0
3852.0,4794.0,4105.0,13.0,31,42,A1750,0.0,0.0,0,13.0,0,13.0,0,13.0,0,13.0,0,13.0,0,13.0,0,0,0,0,0,0,0,0
3851.0,4795.0,4103.0,12.0,31,42,A1750,0.0,0.0,0,12.0,0,12.0,0,12.0,0,12.0,0,12.0,0,12.0,0,0,0,0,0,0,0,0
3884.0,4784.0,4198.0,18.0,32,42,A1751,0.0,0.0,0,18.0,0,18.0,0,18.0,0,18.0,0,18.0,0,18.0,0,0,0,0,0,0,0,0
3885.0,4784.0,4196.0,7.0,32,42,A1751,0.0,0.0,0,7.0,0,7.0,0,7.0,0,7.0,0,7.0,0,7.0,0,0,0,0,0,0,0,0
3886.0,4783.0,4193.0,27.0,32,42,A1751,0.0,0.0,0,27.0,0,27.0,0,27.0,0,27.0,0,27.0,0,27.0,0,0,0,0,0,0,0,0
3887.0,4782.0,4190.0,19.0,31,42,A1751,0.0,0.0,0,19.0,0,19.0,0,19.0,0,19.0,0,19.0,0,19.0,0,0,0,0,0,0,0,0
3887.0,4781.0,4187.0,9.0,31,42,A1751,0.0,0.0,0,9.0,0,9.0,0,9.0,0,9.0,0,9.0,0,9.0,0,0,0,0,0,0,0,0
3888.0,4781.0,4185.0,9.0,31,42,A1751,0.0,0.0,0,9.0,0,9.0,0,9.0,0,9.0,0,9.0,0,9.0,0,0,0,0,0,0,0,0
3889.0,4780.0,4182.0,10.0,31,42,A1751,0.0,0.0,0,10.0,0,10.0,0,10.0,0,10.0,0,10.0,0,10.0,0,0,0,0,0,0,0,0
3890.0,4779.0,4177.0,10.0,31,42,A1751,0.0,0.0,0,10.0,0,10.0,0,10.0,0,10.0,0,10.0,0,10.0,0,0,0,0,0,0,0,0
3891.0,4778.0,4174.0,14.0,31,42,A1751,0.0,0.0,0,14.0,0,14.0,0,14.0,0,14.0,0,14.0,0,14.0,0,0,0,0,0,0,0,0
3891.0,4777.0,4171.0,14.0,31,42,A1751,0.0,0.0,0,14.0,0,14.0,0,14.0,0,14.0,0,14.0,0,14.0,0,0,0,0,0,0,0,0
3892.0,4776.0,4169.0,10.0,32,42,A1751,0.0,0.0,0,10.0,0,10.0,0,10.0,0,10.0,0,10.0,0,10.0,0,0,0,0,0,0,0,0
3893.0,4776.0,4166.0,6.0,32,42,A1751,0.0,0.0,0,6.0,0,6.0,0,6.0,0,6.0,0,6.0,0,6.0,0,0,0,0,0,0,0,0
3893.0,4775.0,4163.0,11.0,32,42,A1751,0.0,0.0,0,11.0,0,11.0,0,11.0,0,11.0,0,11.0,0,11.0,0,0,0,0,0,0,0,0
3894.0,4774.0,4160.0,7.0,31,42,A1751,0.0,0.0,0,7.0,0,7.0,0,7.0,0,7.0,0,7.0,0,7.0,0,0,0,0,0,0,0,0
3895.0,4773.0,4157.0,8.0,31,42,A1751,0.0,0.0,0,8.0,0,8.0,0,8.0,0,8.0,0,8.0,0,8.0,0,0,0,0,0,0,0,0
3895.0,4773.0,4155.0,15.0,31,42,A1751,0.0,0.0,0,15.0,0,15.0,0,15.0,0,15.0,0,15.0,0,15.0,0,0,0,0,0,0,0,0
3896.0,4772.0,4152.0,8.0,31,42,A1751,0.0,0.0,0,8.0,0,8.0,0,8.0,0,8.0,0,8.0,0,8.0,0,0,0,0,0,0,0,0
3897.0,4771.0,4149.0,6.0,31,42,A1751,0.0,0.0,0,6.0,0,6.0,0,6.0,0,6.0,0,6.0,0,6.0,0,0,0,0,0,0,0,0
3898.0,4770.0,4146.0,2.0,31,42,A1751,0.0,0.0,0,2.0,0,2.0,0,2.0,0,2.0,0,2.0,0,2.0,0,0,0,0,0,0,0,0
3898.0,4770.0,4143.0,3.0,31,42,A1751,0.0,0.0,0,3.0,0,3.0,0,3.0,0,3.0,0,3.0,0,3.0,0,0,0,0,0,0,0,0
3899.0,4769.0,4140.0,13.0,31,42,A1751,0.0,0.0,0,13.0,0,13.0,0,13.0,0,13.0,0,13.0,0,13.0,0,0,0,0,0,0,0,0
3900.0,4768.0,4138.0,16.0,31,42,A1751,0.0,0.0,0,16.0,0,16.0,0,16.0,0,16.0,0,16.0,0,16.0,0,0,0,0,0,0,0,0
3900.0,4768.0,4135.0,51.0,31,42,A1751,0.0,0.0,0,51.0,0,51.0,0,51.0,0,51.0,0,51.0,0,51.0,0,0,0,0,0,0,0,0
3901.0,4767.0,4132.0,19.0,31,42,A1751,0.0,0.0,0,19.0,0,19.0,0,19.0,0,19.0,0,19.0,0,19.0,0,0,0,0,0,0,0,0
3874.0,4823.0,4163.0,10.0,31,42,A1752,0.0,0.0,0,10.0,0,10.0,0,10.0,0,10.0,0,10.0,0,10.0,0,0,0,0,0,0,0,0
3874.0,4823.0,4160.0,4.0,31,42,A1752,0.0,0.0,0,4.0,0,4.0,0,4.0,0,4.0,0,4.0,0,4.0,0,0,0,0,0,0,0,0
3875.0,4823.0,4158.0,6.0,31,42,A1752,0.0,0.0,0,6.0,0,6.0,0,6.0,0,6.0,0,6.0,0,6.0,0,0,0,0,0,0,0,0
3875.0,4822.0,4155.0,7.0,31,42,A1752,0.0,0.0,0,7.0,0,7.0,0,7.0,0,7.0,0,7.0,0,7.0,0,0,0,0,0,0,0,0
3876.0,4822.0,4152.0,14.0,31,42,A1752,0.0,0.0,0,14.0,0,14.0,0,14.0,0,14.0,0,14.0,0,14.0,0,0,0,0,0,0,0,0
3876.0,4821.0,4149.0,11.0,31,42,A1752,0.0,0.0,0,11.0,0,11.0,0,11.0,0,11.0,0,11.0,0,11.0,0,0,0,0,0,0,0,0
3877.0,4821.0,4146.0,5.0,31,42,A1752,0.0,0.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,0,0,0,0,0,0,0
3878.0,4820.0,4136.0,4.0,31,42,A1752,0.0,0.0,0,4.0,0,4.0,0,4.0,0,4.0,0,4.0,0,4.0,0,0,0,0,0,0,0,0
3879.0,4819.0,4133.0,3.0,31,42,A1752,0.0,0.0,0,3.0,0,3.0,0,3.0,0,3.0,0,3.0,0,3.0,0,0,0,0,0,0,0,0
3879.0,4819.0,4130.0,3.0,31,42,A1752,0.0,0.0,0,3.0,0,3.0,0,3.0,0,3.0,0,3.0,0,3.0,0,0,0,0,0,0,0,0
3879.0,4818.0,4127.0,5.0,31,42,A1752,0.0,0.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,0,0,0,0,0,0,0
3880.0,4818.0,4124.0,4.0,31,42,A1752,0.0,0.0,0,4.0,0,4.0,0,4.0,0,4.0,0,4.0,0,4.0,0,0,0,0,0,0,0,0
3927.0,4826.0,4176.0,2.0,31,42,A1753,0.0,0.0,0,2.0,0,2.0,0,2.0,0,2.0,0,2.0,0,2.0,0,0,0,0,0,0,0,0
3928.0,4825.0,4174.0,5.0,31,42,A1753,0.0,0.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,0,0,0,0,0,0,0
3928.0,4825.0,4172.0,29.0,31,42,A1753,0.0,0.0,0,29.0,0,29.0,0,29.0,0,29.0,0,29.0,0,29.0,0,0,0,0,0,0,0,0
3929.0,4824.0,4170.0,7.0,31,42,A1753,0.0,0.0,0,7.0,0,7.0,0,7.0,0,7.0,0,7.0,0,7.0,0,0,0,0,0,0,0,0
3933.0,4820.0,4162.0,3.0,31,42,A1753,0.0,0.0,0,3.0,0,3.0,0,3.0,0,3.0,0,3.0,0,3.0,0,0,0,0,0,0,0,0
3933.0,4819.0,4160.0,1.0,31,42,A1753,0.0,0.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,0,0,0,0,0,0,0
3936.0,4817.0,4154.0,3.0,31,42,A1753,0.0,0.0,0,3.0,0,3.0,0,3.0,0,3.0,0,3.0,0,3.0,0,0,0,0,0,0,0,0
3937.0,4816.0,4152.0,3.0,31,42,A1753,0.0,0.0,0,3.0,0,3.0,0,3.0,0,3.0,0,3.0,0,3.0,0,0,0,0,0,0,0,0
3938.0,4815.0,4149.0,3.0,31,42,A1753,0.0,0.0,0,3.0,0,3.0,0,3.0,0,3.0,0,3.0,0,3.0,0,0,0,0,0,0,0,0
3939.0,4813.0,4146.0,3.0,31,42,A1753,0.0,0.0,0,3.0,0,3.0,0,3.0,0,3.0,0,3.0,0,3.0,0,0,0,0,0,0,0,0
3946.0,4807.0,4130.0,10.0,31,42,A1753,0.0,0.0,0,10.0,0,10.0,0,10.0,0,10.0,0,10.0,0,10.0,0,0,0,0,0,0,0,0
3947.0,4806.0,4128.0,3.0,31,42,A1753,0.0,0.0,0,3.0,0,3.0,0,3.0,0,3.0,0,3.0,0,3.0,0,0,0,0,0,0,0,0
